@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 11\nSize of the tree: 21\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

banknote,3,6,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.009786,0.072125,1.981282,14.512175,135.813086,3.091858,132.721228,0.991336,0.022568,0.968768,133.259884,0.9727,13445.196199,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,1,1,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,1,1,0.992624,0.992701,0.084,0,0.084271,0.000117,84.271,0.117,7214,86566,10804,100,51.459854,?,?,?,?
banknote,3,7,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.008333,0.049121,1.687099,9.883667,135.813086,1.977771,133.835315,0.991336,0.014436,0.9769,133.821059,0.976796,13501.815696,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.064,0,0.064436,0.000119,64.436,0.119,7214,86566,10804,100,51.824818,?,?,?,?
banknote,3,8,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.006222,0.044536,1.259739,8.96115,135.813086,1.521708,134.291378,0.991336,0.011107,0.980229,134.273726,0.9801,13547.487391,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.086,0,0.086123,0.00013,86.123,0.13,7214,86566,10804,100,51.459854,?,?,?,?
banknote,3,9,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.007912,0.068587,1.601775,13.800368,135.813086,2.688667,133.124419,0.991336,0.019625,0.971711,133.694906,0.975875,13489.087581,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,1,1,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,1,1,0.992624,0.992701,0.072,0,0.072146,0.000117,72.146,0.117,7214,86566,10804,100,50.729927,?,?,?,?
banknote,3,10,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.007729,0.050781,1.56469,10.217701,135.813086,1.88073,133.932356,0.991336,0.013728,0.977608,133.932356,0.977608,13513.044995,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.129,0,0.129635,0.00012,129.635,0.12,7214,86566,10804,100,51.094891,?,?,?,?
banknote,4,1,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,136,2,0,98.550725,1.449275,0,0.970519,0.014609,0.106211,2.959555,21.385986,136.662355,7.900395,128.761959,0.990307,0.057249,0.933058,132.591874,0.960811,13376.244889,1,77,0.032787,2,0.967213,59,0,0,0.974684,1,0.987179,0.970941,1,1,0.985507,0.018294,0.981706,0.014493,0.985874,0.985507,0.985479,0.970941,1,1,0.985256,0.985507,0.077,0,0.076844,0.000123,76.844,0.123,7214,86497,10873,99.275362,50.724638,?,?,?,?
banknote,4,2,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,138,0,0,100,0,0,1,0.006271,0.044937,1.270453,9.048308,136.662355,1.546559,135.115796,0.990307,0.011207,0.9791,135.098339,0.978973,13629.104269,1,77,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.107,0,0.107167,0.000119,107.167,0.119,7214,86497,10873,100,51.449275,?,?,?,?
banknote,4,3,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.007646,0.049075,1.547977,9.87431,135.813086,1.850098,133.962988,0.991336,0.013504,0.977832,133.945869,0.977707,13514.408385,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.046,0,0.046399,0.000117,46.399,0.117,7214,86566,10804,100,51.459854,?,?,?,?
banknote,4,4,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.012047,0.057077,2.438958,11.484431,135.813086,2.808926,133.004161,0.991336,0.020503,0.970833,132.999525,0.970799,13418.927388,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.057,0,0.056955,0.000117,56.955,0.117,7214,86566,10804,100,52.554745,?,?,?,?
banknote,4,5,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,134,3,0,97.810219,2.189781,0,0.955601,0.025021,0.120757,5.065527,24.297478,135.813086,8.073803,127.739283,0.991336,0.058933,0.932404,129.013903,0.941707,13016.799907,0.986842,75,0.032787,2,0.967213,59,0.013158,1,0.974026,0.986842,0.980392,0.955706,0.999137,0.999327,0.978102,0.024047,0.975953,0.021898,0.97817,0.978102,0.978083,0.955706,0.999137,0.999154,0.977799,0.978102,0.09,0,0.087579,0.00012,87.579,0.12,7214,86566,10804,100,52.919708,?,?,?,?
banknote,4,6,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.011084,0.073311,2.244087,14.750784,135.813086,3.368478,132.444608,0.991336,0.024587,0.966749,132.984304,0.970688,13417.391655,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,1,1,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,1,1,0.992624,0.992701,0.125,0,0.125381,0.000119,125.381,0.119,7214,86566,10804,100,51.824818,?,?,?,?
banknote,4,7,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.00199,0.013305,0.402864,2.677132,135.813086,0.412358,135.400729,0.991336,0.00301,0.988326,135.400729,0.988326,13661.195771,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.069,0,0.06942,0.00012,69.42,0.12,7214,86566,10804,100,50.729927,?,?,?,?
banknote,4,8,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.009219,0.074563,1.866349,15.002763,135.813086,3.035835,132.777251,0.991336,0.022159,0.969177,133.307726,0.973049,13450.023253,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,0.999784,0.999829,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,0.999784,0.999787,0.992624,0.992701,0.075,0,0.07494,0.000119,74.94,0.119,7214,86566,10804,100,50.729927,?,?,?,?
banknote,4,9,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970544,0.014384,0.10094,2.91204,20.310121,135.813086,5.531336,130.28175,0.991336,0.040375,0.950962,131.844596,0.962369,13302.401337,0.973684,74,0,0,1,61,0.026316,2,1,0.973684,0.986667,0.970965,1,1,0.985401,0.011717,0.988283,0.014599,0.985865,0.985401,0.985422,0.970965,1,1,0.985269,0.985401,0.069,0,0.068133,0.000118,68.133,0.118,7214,86566,10804,100,51.094891,?,?,?,?
banknote,4,10,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970353,0.020362,0.115503,4.122419,23.240212,135.813086,8.543231,127.269856,0.991336,0.062359,0.928977,130.336664,0.951363,13150.259247,1,76,0.032787,2,0.967213,59,0,0,0.974359,1,0.987013,0.970779,0.998706,0.998974,0.985401,0.018188,0.981812,0.014599,0.985776,0.985401,0.985375,0.970779,0.998706,0.998746,0.985173,0.985401,0.068,0,0.068134,0.00012,68.134,0.12,7214,86566,10804,99.270073,51.824818,?,?,?,?
banknote,5,1,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,136,2,0,98.550725,1.449275,0,0.970519,0.016729,0.107663,3.388997,21.678495,136.662355,8.440185,128.22217,0.990307,0.061161,0.929146,132.12691,0.957441,13329.338071,1,77,0.032787,2,0.967213,59,0,0,0.974684,1,0.987179,0.970941,0.999574,0.999671,0.985507,0.018294,0.981706,0.014493,0.985874,0.985507,0.985479,0.970941,0.999574,0.999581,0.985256,0.985507,0.076,0,0.07531,0.000121,75.31,0.121,7214,86497,10873,99.275362,51.086957,?,?,?,?
banknote,5,2,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,136,2,0,98.550725,1.449275,0,0.97062,0.014709,0.10496,2.979733,21.1341,136.662355,6.9526,129.709754,0.990307,0.050381,0.939926,132.610645,0.960947,13378.13864,0.987013,76,0.016393,1,0.983607,60,0.012987,1,0.987013,0.987013,0.987013,0.97062,0.999574,0.999665,0.985507,0.014888,0.985112,0.014493,0.985507,0.985507,0.985507,0.97062,0.999574,0.999583,0.98531,0.985507,0.048,0,0.047102,0.00012,47.102,0.12,7214,86497,10873,99.275362,51.449275,?,?,?,?
banknote,5,3,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,133,4,0,97.080292,2.919708,0,0.941088,0.02165,0.110252,4.383145,22.18371,135.813086,6.71702,129.096066,0.991336,0.049029,0.942307,129.818233,0.947578,13097.952398,0.960526,73,0.016393,1,0.983607,60,0.039474,3,0.986486,0.960526,0.973333,0.941496,0.999353,0.999483,0.970803,0.02667,0.97333,0.029197,0.971301,0.970803,0.970844,0.941496,0.999353,0.999371,0.970538,0.970803,0.054,0,0.05379,0.000117,53.79,0.117,7214,86566,10804,100,52.554745,?,?,?,?
banknote,5,4,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.005171,0.031525,1.046936,6.343067,135.813086,1.141388,134.671699,0.991336,0.008331,0.983005,134.671699,0.983005,13587.640618,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.09,0,0.090625,0.000118,90.625,0.118,7214,86566,10804,100,51.094891,?,?,?,?
banknote,5,5,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.001558,0.01264,0.315401,2.54338,135.813086,0.325182,135.487904,0.991336,0.002374,0.988963,135.487904,0.988963,13669.99128,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.089,0,0.089371,0.000119,89.371,0.119,7214,86566,10804,100,50.729927,?,?,?,?
banknote,5,6,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,134,3,0,97.810219,2.189781,0,0.955745,0.015095,0.096769,3.056149,19.470796,135.813086,4.922116,130.89097,0.991336,0.035928,0.955409,131.541528,0.960157,13271.823458,0.973684,74,0.016393,1,0.983607,60,0.026316,2,0.986667,0.973684,0.980132,0.955849,0.999569,0.999656,0.978102,0.020811,0.979189,0.021898,0.97824,0.978102,0.978119,0.955849,0.999569,0.999577,0.977871,0.978102,0.079,0,0.079143,0.000118,79.143,0.118,7214,86566,10804,100,51.459854,?,?,?,?
banknote,5,7,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.010585,0.075755,2.142924,15.242648,135.813086,3.320467,132.492619,0.991336,0.024237,0.967099,133.018729,0.97094,13420.864944,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,0.999784,0.999829,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,0.999784,0.999787,0.992624,0.992701,0.069,0,0.068922,0.00012,68.922,0.12,7214,86566,10804,100,51.459854,?,?,?,?
banknote,5,8,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.9852,0.013619,0.078629,2.757259,15.82086,135.813086,3.815579,131.997507,0.991336,0.027851,0.963485,132.291063,0.965628,13347.447442,1,76,0.016393,1,0.983607,60,0,0,0.987013,1,0.993464,0.985308,0.999569,0.999656,0.992701,0.009094,0.990906,0.007299,0.992796,0.992701,0.992694,0.985308,0.999569,0.999577,0.9926,0.992701,0.069,0,0.068485,0.000119,68.485,0.119,7214,86566,10804,100,51.824818,?,?,?,?
banknote,5,9,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.9852,0.008338,0.070406,1.688099,14.166357,135.813086,2.885336,132.927751,0.991336,0.021061,0.970276,133.600553,0.975187,13479.567835,1,76,0.016393,1,0.983607,60,0,0,0.987013,1,0.993464,0.985308,1,1,0.992701,0.009094,0.990906,0.007299,0.992796,0.992701,0.992694,0.985308,1,1,0.9926,0.992701,0.163,0,0.162813,0.000127,162.813,0.127,7214,86566,10804,100,51.459854,?,?,?,?
banknote,5,10,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.015108,0.080724,3.058633,16.242531,135.813086,4.280874,131.532212,0.991336,0.031247,0.960089,132.041225,0.963805,13322.240199,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,0.999784,0.999829,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,0.999784,0.999787,0.992624,0.992701,0.054,0,0.054399,0.000126,54.399,0.126,7214,86566,10804,100,52.189781,?,?,?,?
banknote,6,1,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,136,2,0,98.550725,1.449275,0,0.97062,0.018822,0.108257,3.8131,21.798096,136.662355,6.203698,130.458657,0.990307,0.044954,0.945353,131.368867,0.951948,13252.864484,0.987013,76,0.016393,1,0.983607,60,0.012987,1,0.987013,0.987013,0.987013,0.97062,0.999361,0.999503,0.985507,0.014888,0.985112,0.014493,0.985507,0.985507,0.985507,0.97062,0.999361,0.999374,0.98531,0.985507,0.096,0,0.095303,0.00013,95.303,0.13,7214,86497,10873,100,51.811594,?,?,?,?
banknote,6,2,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,138,0,0,100,0,0,1,0.003853,0.018626,0.780626,3.75044,136.662355,0.804615,135.85774,0.990307,0.005831,0.984476,135.85774,0.984476,13705.714753,1,77,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.077,0,0.077014,0.000129,77.014,0.129,7214,86497,10873,100,51.086957,?,?,?,?
banknote,6,3,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.007245,0.037882,1.466814,7.622179,135.813086,1.60299,134.210096,0.991336,0.011701,0.979636,134.210096,0.979636,13541.067422,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.055,0,0.054591,0.000123,54.591,0.123,7214,86566,10804,100,51.824818,?,?,?,?
banknote,6,4,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,134,3,0,97.810219,2.189781,0,0.955457,0.017043,0.110927,3.45053,22.319515,135.813086,8.965799,126.847287,0.991336,0.065444,0.925893,131.100044,0.956935,13227.280087,1,76,0.04918,3,0.95082,58,0,0,0.962025,1,0.980645,0.956406,0.999784,0.999829,0.978102,0.027283,0.972717,0.021898,0.978934,0.978102,0.978038,0.956406,0.999784,0.999787,0.977718,0.978102,0.067,0,0.066714,0.000122,66.714,0.122,7214,86566,10804,99.270073,51.094891,?,?,?,?
banknote,6,5,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.011419,0.053735,2.311817,10.812025,135.813086,2.648514,133.164572,0.991336,0.019332,0.972004,133.148475,0.971887,13433.955701,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.087,0,0.087188,0.000123,87.188,0.123,7214,86566,10804,100,52.919708,?,?,?,?
banknote,6,6,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970449,0.01535,0.096802,3.107618,19.477506,135.813086,4.950168,130.862918,0.991336,0.036133,0.955204,131.546588,0.960194,13272.334012,0.986842,75,0.016393,1,0.983607,60,0.013158,1,0.986842,0.986842,0.986842,0.970449,0.999569,0.999663,0.985401,0.014953,0.985047,0.014599,0.985401,0.985401,0.985401,0.970449,0.999569,0.999575,0.985224,0.985401,0.073,0.001,0.070443,0.000129,70.443,0.129,7214,86566,10804,100,51.459854,?,?,?,?
banknote,6,7,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.006789,0.047801,1.374372,9.618037,135.813086,1.664838,134.148249,0.991336,0.012152,0.979184,134.133368,0.979076,13533.326039,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.112,0,0.111858,0.000121,111.858,0.121,7214,86566,10804,100,50.729927,?,?,?,?
banknote,6,8,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970449,0.01716,0.098754,3.474211,19.870242,135.813086,5.376889,130.436198,0.991336,0.039247,0.952089,131.099911,0.956934,13227.266704,0.986842,75,0.016393,1,0.983607,60,0.013158,1,0.986842,0.986842,0.986842,0.970449,0.999569,0.999656,0.985401,0.014953,0.985047,0.014599,0.985401,0.985401,0.985401,0.970449,0.999569,0.999577,0.985224,0.985401,0.101,0,0.101667,0.000135,101.667,0.135,7214,86566,10804,100,52.189781,?,?,?,?
banknote,6,9,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.005092,0.043371,1.030985,8.726681,135.813086,1.281734,134.531352,0.991336,0.009356,0.981981,134.514911,0.981861,13571.821572,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.113,0,0.112383,0.00012,112.383,0.12,7214,86566,10804,100,51.094891,?,?,?,?
banknote,6,10,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,134,3,0,97.810219,2.189781,0,0.955745,0.020471,0.126799,4.144536,25.513164,135.813086,9.295576,126.517511,0.991336,0.067851,0.923485,130.093062,0.949584,13125.681087,0.973684,74,0.016393,1,0.983607,60,0.026316,2,0.986667,0.973684,0.980132,0.955849,0.999353,0.999483,0.978102,0.020811,0.979189,0.021898,0.97824,0.978102,0.978119,0.955849,0.999353,0.999371,0.977871,0.978102,0.066,0.001,0.066305,0.000119,66.305,0.119,7214,86566,10804,100,51.824818,?,?,?,?
banknote,7,1,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,137,1,0,99.275362,0.724638,0,0.985285,0.013364,0.090871,2.707346,18.297199,136.662355,6.218887,130.443468,0.990307,0.045064,0.945243,133.227198,0.965414,13440.33825,1,77,0.016393,1,0.983607,60,0,0,0.987179,1,0.993548,0.985391,0.999574,0.999665,0.992754,0.009147,0.990853,0.007246,0.992847,0.992754,0.992747,0.985391,0.999574,0.999583,0.992642,0.992754,0.07,0.001,0.069864,0.000124,69.864,0.124,7214,86497,10873,99.275362,51.811594,?,?,?,?
banknote,7,2,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1234,138,136,2,0,98.550725,1.449275,0,0.970519,0.016129,0.110643,3.267475,22.278441,136.662355,8.283318,128.379037,0.990307,0.060024,0.930283,132.236748,0.958237,13340.418844,1,77,0.032787,2,0.967213,59,0,0,0.974684,1,0.987179,0.970941,1,1,0.985507,0.018294,0.981706,0.014493,0.985874,0.985507,0.985479,0.970941,1,1,0.985256,0.985507,0.07,0,0.069755,0.000127,69.755,0.127,7214,86497,10873,99.275362,51.086957,?,?,?,?
banknote,7,3,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970544,0.018265,0.091445,3.697762,18.399656,135.813086,5.250486,130.5626,0.991336,0.038325,0.953012,131.11768,0.957063,13229.059462,0.973684,74,0,0,1,61,0.026316,2,1,0.973684,0.986667,0.970965,0.999784,0.999829,0.985401,0.011717,0.988283,0.014599,0.985865,0.985401,0.985422,0.970965,0.999784,0.999787,0.985269,0.985401,0.099,0,0.09939,0.000122,99.39,0.122,7214,86566,10804,100,52.919708,?,?,?,?
banknote,7,4,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,133,4,0,97.080292,2.919708,0,0.941088,0.022493,0.11466,4.55387,23.070622,135.813086,7.178568,128.634519,0.991336,0.052398,0.938938,129.578165,0.945826,13073.730857,0.960526,73,0.016393,1,0.983607,60,0.039474,3,0.986486,0.960526,0.973333,0.941496,0.999353,0.999481,0.970803,0.02667,0.97333,0.029197,0.971301,0.970803,0.970844,0.941496,0.999353,0.99937,0.970538,0.970803,0.058,0,0.057928,0.000129,57.928,0.129,7214,86566,10804,100,52.919708,?,?,?,?
banknote,7,5,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.9852,0.01113,0.071447,2.253417,14.375815,135.813086,3.10646,132.706626,0.991336,0.022675,0.968662,132.87916,0.969921,13406.783264,1,76,0.016393,1,0.983607,60,0,0,0.987013,1,0.993464,0.985308,0.999784,0.999829,0.992701,0.009094,0.990906,0.007299,0.992796,0.992701,0.992694,0.985308,0.999784,0.999787,0.9926,0.992701,0.068,0.001,0.068852,0.000118,68.852,0.118,7214,86566,10804,100,51.459854,?,?,?,?
banknote,7,6,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.008413,0.070931,1.703348,14.272057,135.813086,2.813708,132.999379,0.991336,0.020538,0.970798,133.551331,0.974827,13474.601611,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,1,1,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,1,1,0.992624,0.992701,0.101,0,0.101136,0.000119,101.136,0.119,7214,86566,10804,100,51.094891,?,?,?,?
banknote,7,7,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.985248,0.010072,0.073719,2.039128,14.832985,135.813086,3.224587,132.5885,0.991336,0.023537,0.967799,133.186139,0.972162,13437.755725,0.986842,75,0,0,1,61,0.013158,1,1,0.986842,0.993377,0.985355,1,1,0.992701,0.005859,0.994141,0.007299,0.992818,0.992701,0.992706,0.985355,1,1,0.992624,0.992701,0.066,0,0.066304,0.000118,66.304,0.118,7214,86566,10804,100,51.094891,?,?,?,?
banknote,7,8,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,135,2,0,98.540146,1.459854,0,0.970449,0.011501,0.088716,2.328424,17.850553,135.813086,3.993226,131.81986,0.991336,0.029148,0.962189,132.517807,0.967283,13370.324673,0.986842,75,0.016393,1,0.983607,60,0.013158,1,0.986842,0.986842,0.986842,0.970449,0.999784,0.999829,0.985401,0.014953,0.985047,0.014599,0.985401,0.985401,0.985401,0.970449,0.999784,0.999787,0.985224,0.985401,0.048,0,0.048329,0.000118,48.329,0.118,7214,86566,10804,100,50.729927,?,?,?,?
banknote,7,9,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,137,0,0,100,0,0,1,0.005966,0.037117,1.20782,7.468328,135.813086,1.34771,134.465376,0.991336,0.009837,0.981499,134.465376,0.981499,13566.823778,1,76,0,0,1,61,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.112,0,0.112194,0.000119,112.194,0.119,7214,86566,10804,100,51.094891,?,?,?,?
banknote,7,10,weka.classifiers.functions.Logistic,'-C -R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,20170914.2334,1235,137,136,1,0,99.270073,0.729927,0,0.9852,0.004872,0.045346,0.986286,9.124063,135.813086,1.277769,134.535317,0.991336,0.009327,0.98201,134.535317,0.98201,13573.880469,1,76,0.016393,1,0.983607,60,0,0,0.987013,1,0.993464,0.985308,1,1,0.992701,0.009094,0.990906,0.007299,0.992796,0.992701,0.992694,0.985308,1,1,0.9926,0.992701,0.109,0,0.109625,0.00012,109.625,0.12,7214,86566,10804,100,50.729927,?,?,?,?
