@relation InstanceResultListener

@attribute Key_Dataset {fertility,banknote,heart_data,mushroom_toxicity,sensor_readings}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes,weka.classifiers.trees.J48,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'','-C 0.25 -M 2','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"'}
@attribute Key_Scheme_version_ID {5995231201785697655,-217733168393644444,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 22\nSize of the tree: 32\n','Number of leaves: 26\nSize of the tree: 42\n','Number of leaves: 24\nSize of the tree: 35\n','Number of leaves: 25\nSize of the tree: 38\n','Number of leaves: 24\nSize of the tree: 36\n','Number of leaves: 32\nSize of the tree: 48\n','Number of leaves: 20\nSize of the tree: 34\n','Number of leaves: 24\nSize of the tree: 39\n','Number of leaves: 20\nSize of the tree: 32\n','Number of leaves: 35\nSize of the tree: 54\n','Number of leaves: 31\nSize of the tree: 47\n','Number of leaves: 18\nSize of the tree: 31\n','Number of leaves: 27\nSize of the tree: 42\n','Number of leaves: 22\nSize of the tree: 35\n','Number of leaves: 18\nSize of the tree: 27\n','Number of leaves: 28\nSize of the tree: 43\n','Number of leaves: 21\nSize of the tree: 31\n','Number of leaves: 23\nSize of the tree: 34\n','Number of leaves: 30\nSize of the tree: 44\n','Number of leaves: 36\nSize of the tree: 56\n','Number of leaves: 27\nSize of the tree: 41\n','Number of leaves: 29\nSize of the tree: 44\n','Number of leaves: 23\nSize of the tree: 36\n','Number of leaves: 30\nSize of the tree: 45\n','Number of leaves: 19\nSize of the tree: 29\n','Number of leaves: 17\nSize of the tree: 26\n','Number of leaves: 24\nSize of the tree: 37\n','Number of leaves: 21\nSize of the tree: 32\n','Number of leaves: 21\nSize of the tree: 33\n','Number of leaves: 29\nSize of the tree: 46\n','Number of leaves: 17\nSize of the tree: 25\n','Number of leaves: 30\nSize of the tree: 47\n','Number of leaves: 26\nSize of the tree: 40\n','Number of leaves: 20\nSize of the tree: 33\n','Number of leaves: 31\nSize of the tree: 48\n','Number of leaves: 27\nSize of the tree: 40\n','Number of leaves: 15\nSize of the tree: 23\n','Number of leaves: 27\nSize of the tree: 43\n','Number of leaves: 17\nSize of the tree: 28\n','Number of leaves: 18\nSize of the tree: 28\n','Number of leaves: 19\nSize of the tree: 28\n','Number of leaves: 33\nSize of the tree: 51\n','Number of leaves: 20\nSize of the tree: 31\n','Number of leaves: 18\nSize of the tree: 29\n','Number of leaves: 21\nSize of the tree: 34\n','Number of leaves: 28\nSize of the tree: 47\n','Number of leaves: 19\nSize of the tree: 30\n','Number of leaves: 23\nSize of the tree: 37\n','Number of leaves: 23\nSize of the tree: 35\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 26\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 31\n','Number of leaves: 25\nSize of the tree: 42\n','Number of leaves: 36\nSize of the tree: 55\n','Number of leaves: 30\nSize of the tree: 49\n','Number of leaves: 25\nSize of the tree: 37\n','Number of leaves: 26\nSize of the tree: 45\n','Number of leaves: 16\nSize of the tree: 25\n','Number of leaves: 28\nSize of the tree: 45\n','Number of leaves: 27\nSize of the tree: 44\n','Number of leaves: 15\nSize of the tree: 24\n','Number of leaves: 25\nSize of the tree: 30\n','Number of leaves: 22\nSize of the tree: 27\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 27\nSize of the tree: 53\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
fertility,2,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.161619,0.246531,79.089983,81.757282,4.753304,3.039967,1.713337,0.47533,0.303997,0.171334,0.203669,0.020367,36.458746,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0.888889,0.988889,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0.888889,0.94,0.473684,0.9,0,0,0.000051,0.000028,0.051,0.028,3865,11629,2909,100,90,?,?,?,?
fertility,2,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.209708,0.353482,102.623152,117.225756,4.753304,8.668344,-3.91504,0.47533,0.866834,-0.391504,-2.730914,-0.273091,-488.859644,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0.111111,0.841226,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0.111111,0.768214,0.473684,0.9,0,0,0.00005,0.00003,0.05,0.03,3865,11629,2909,90,70,?,?,?,?
fertility,2,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,8,2,0,80,20,0,-0.111111,0.244649,0.401528,119.721787,133.159268,4.753304,17.112853,-12.359549,0.47533,1.711285,-1.235955,-3.642868,-0.364287,-652.108245,0.888889,8,1,1,0,0,0.111111,1,0.888889,0.888889,0.888889,-0.111111,0.055556,0.78567,0.8,0.911111,0.088889,0.2,0.8,0.8,0.8,-0.111111,0.055556,0.717103,0.444444,0.8,0,0.001,0.000058,0.000041,0.058,0.041,3865,11629,2909,90,75,?,?,?,?
fertility,2,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.183234,0.323592,89.667719,107.313275,4.753304,5.724671,-0.971367,0.47533,0.572467,-0.097137,-1.060036,-0.106004,-189.756667,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0.444444,0.928263,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0.444444,0.852103,0.473684,0.9,0,0,0.000052,0.000036,0.052,0.036,3865,11629,2909,90,75,?,?,?,?
fertility,2,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.193835,0.301946,94.855661,100.134703,4.753304,4.226542,0.526762,0.47533,0.422654,0.052676,-1.822653,-0.182265,-326.272332,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0.777778,0.976543,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0.777778,0.912222,0.473684,0.9,0.001,0,0.000071,0.000033,0.071,0.033,3865,11629,2909,100,85,?,?,?,?
fertility,2,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,8,2,0,80,20,0,0,0.226126,0.358549,83.214464,87.878102,7.597956,5.302811,2.295146,0.759796,0.530281,0.229515,0.758981,0.075898,143.716532,1,8,1,2,0,0,0,0,0.8,1,0.888889,0,0.875,0.970486,0.8,0.8,0.2,0.2,0.64,0.8,0.711111,0,0.875,0.926389,0.444444,0.8,0,0,0.000071,0.000042,0.071,0.042,3865,11629,2909,100,80,?,?,?,?
fertility,2,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,8,2,0,80,20,0,0,0.233459,0.445658,85.912893,109.228072,7.597956,12.955976,-5.358019,0.759796,1.295598,-0.535802,0.198667,0.019867,37.618553,1,8,1,2,0,0,0,0,0.8,1,0.888889,0,0.5625,0.895139,0.8,0.8,0.2,0.2,0.64,0.8,0.711111,0,0.5625,0.774444,0.444444,0.8,0,0,0.000055,0.000031,0.055,0.031,3865,11629,2909,80,65,?,?,?,?
fertility,3,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,8,2,0,80,20,0,-0.111111,0.282983,0.402079,138.481251,133.34175,4.753304,8.045288,-3.291984,0.47533,0.804529,-0.329198,-5.865896,-0.58659,-1050.051565,0.888889,8,1,1,0,0,0.111111,1,0.888889,0.888889,0.888889,-0.111111,0.333333,0.906041,0.8,0.911111,0.088889,0.2,0.8,0.8,0.8,-0.111111,0.333333,0.829722,0.444444,0.8,0,0,0.00008,0.000039,0.08,0.039,3865,11629,2909,90,80,?,?,?,?
fertility,3,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.155639,0.326437,76.163883,108.256771,4.753304,15.919147,-11.165843,0.47533,1.591915,-1.116584,0.396857,0.039686,71.041265,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0,0.78567,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0,0.717103,0.473684,0.9,0,0,0.000055,0.000041,0.055,0.041,3865,11629,2909,90,70,?,?,?,?
fertility,3,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.23615,0.36191,115.562593,120.020713,4.753304,9.196071,-4.442767,0.47533,0.919607,-0.444277,-3.449982,-0.344998,-617.579722,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0,0.78567,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0,0.717103,0.473684,0.9,0,0,0.000054,0.000029,0.054,0.029,3865,11629,2909,90,80,?,?,?,?
fertility,3,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.152078,0.266624,74.420959,88.420947,4.753304,3.34056,1.412745,0.47533,0.334056,0.141274,0.528993,0.052899,94.694781,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,1,1,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,1,1,0.473684,0.9,0,0,0.00005,0.00003,0.05,0.03,3865,11629,2909,100,80,?,?,?,?
fertility,3,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.175327,0.233131,85.798291,77.31361,4.753304,3.114456,1.638848,0.47533,0.311446,0.163885,-0.222407,-0.022241,-39.813029,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,1,1,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,1,1,0.473684,0.9,0,0,0.000053,0.000031,0.053,0.031,3865,11629,2909,100,90,?,?,?,?
fertility,3,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170918.1322,90,10,9,1,0,90,10,0,0,0.202477,0.330861,99.08438,109.723648,4.753304,5.209382,-0.456078,0.47533,0.520938,-0.045608,-2.08533,-0.208533,-373.294089,1,9,1,1,0,0,0,0,0.9,1,0.947368,0,0.555556,0.946781,0.9,0.9,0.1,0.1,0.81,0.9,0.852632,0,0.555556,0.872103,0.473684,0.9,0,0,0.000051,0.00003,0.051,0.03,3865,11629,2909,100,80,?,?,?,?
